simulant_id,first_name,middle_initial,last_name,age,date_of_birth,street_name,city,state,zipcode,sex,race_ethnicity
0_16,Eoizabeth,N,Cade,,04/03/2007,capulina avenue,,WA,00083,Male,White
0_2174,Gentelman,,Rankin,77,04/09/1942,stafford ave,Anytown,WA,00000,Male,White
0_2647,Holly,P,Duran,51,07/28/1968,sprenkle ln,Anytown,WA,00000,Female,
0_2648,Marlin,T,Duran,52,03/05/1967,sprenkle ln,Anytown,WA,00000,Male,White
0_2649,William,I,Duran,27,07/24/1968,sprenkle ln,Anytown,WA,00000,Male,White
0_3282,Emily,,Dockins,44,10/24/1975,washington avenue,Anytown,NJ,00000,Female,White
0_3283,Eddie,S,Dockins,51,06/19/1968,washington avenue,Anytown,WA,,Male,
0_4495,Gary,A,Chau,62,09/18/1957,,Anytown,,00000,Male,White
0_4496,Sherry,,Chau,61,10/25/1958,abbeywood dr,Anytowhn,WA,00000,Male,White
0_5336,David,W,Lopez,39,08/07/1980,cr ledge dr,,,00000,Male,Latino
0_5337,Dallas,Z,,5,02/04/2015,cr ledge dr,Anytown,WA,00000,Male,Latino
0_5338,Grayson,X,Lopez,3,03/15/2017,cr ldge dr,,WA,00000,Female,Latino
0_14068,Heather,J,Pkzzopato,77,07/06/1990,,Anytown,WA,00000,Female,AIAN
0_16326,Jesse,B,Xie,62,06/02/1957,princeton ct,Anytown,,,Female,White
0_21,Gianna,R,Doucet,55,09/05/1964,w warren ave,Anytown,,00000,Female,White
0_22,Respondent,R,Doucet,59,09/05/1964,w warren ave,Anytown,WA,00000,Male,White
0_8354,Jasoj,F,Garrell,49,02/06/1970,,Anytown,,00000,Male,
0_8355,Elsa,L,Garrell,44,12/21/1975,hunters oak drive,Anytown,WA,,Female,Latino
0_8356,Alejandro,K,Garrell,16,10/21/2003,huntsahs oak dryfe,Anytown,WA,,Male,
0_8357,Christopher,M,Garrell,10,02/15/2010,hunters oak drive,Anytown,WA,00000,Male,Latino
0_9739,Jaclyn,S,Gonzalez,36,,antonio court,Anytown,WA,00000,,
0_9740,Robert,M,Gonzalez,,10/27/19s6,,Anytown,ME,00000,Male,AIAN
0_9741,Caleb,J,Gonzalez,36,04/08/2004,antonio court,Anytown,,00000,Female,
0_9742,Averie,,Gonzalez,13,10/10/2006,antlmio cojrt,Anytown,WA,00060,Female,
0_9743,Patricia,,Gonzalez,13,08/19/1961,,Anytown,,00000,Male,Latino
0_9744,Man In The,E,Gonzalez,5,04/01/2014,antonio court,Anytown,WA,00000,Female,
0_25,Heather,S,Kingslei,47,10/01/1973,shadowood dr,Anytown,WA,00000,Female,
0_26,Charles,B,,58,12/20/1961,sadowood tah,Anytown,WA,,Male,Black
0_27,,O,Kingsley,20,07/15/1999,shadowood dr,Anytown,WA,,,
0_28,Ellie,N,Kingsley,15,04/22/2002,shadowood dr,Anytown,WA,00000,Female,Black
0_45,Clarence,,Ybarra Canales,69,08/23/1950,church st,Anytown,,00000,Male,Latino
0_866,Timothy,A,Bloomer,25,01/24/1993,deer ridge dr,Anytown,WA,00000,Male,White
0_868,Maddy,S,Gilbert,11,10/12/2008,deer ridge dr,Anytown,WA,00000,Female,White
0_869,Joshua,B,Sides,9,10/12/2008,deer ridge dr,Anytown,WA,00000,Male,White
0_870,Armando,J,Lange,24,08/22/2013,,Anytown,CO,,Male,White
0_5149,P,J,Pickett,59,01/24/1964,44th st,Anytown,,00000,Female,Black
0_10353,Taylor,S,Legler,19,08/11/1998,parkway church rd sw,Anytown,OR,00000,Female,Black
0_10354,Carter,I,Legler,1,12/04/6018,parkwav church rd svv,Anytown,WA,00000,Male,Black
0_15029,Candy,S,Morrell,59,05/24/1960,,Anytown,,00000,Female,White
0_20233,Antonio,J,Sturdivant,46,04/15/1974,jeff hamilton rd,Anytown,WA,00000,Male,Black
0_31,Ellen,N,Driscoll,18,02/21/2001,stonewall tell rd,Anytown,WA,00000,Female,White
0_7686,Tommy,T,Hookham,58,,lske qsrreet,Anyton,WA,00000,Male,White
0_11044,Elsie,J,Epstein,28,06/08/1991,viceroy dr,Anytown,ND,00000,Female,White
0_12937,Robyn,D,Woods,51,19/05/1964,stonewall tell rd,Anytown,WA,00000,Female,White
0_12938,Rikhard,P,Woods,,02/21/2001,stonewall tell rd,Anytown,WA,0o000,Male,White
0_15882,Annie,K,Au,72,,w windhorst rd,,WA,00000,Female,Multiracial or Other
0_15883,Michelle,D,Four,52,02/17/1968,,Anytown,WA,00000,Female,Multiracial or Other
0_15884,James,K,Mccloud,55,10/23/1964,w windhorst rd,Anytown,WA,00000,Male,Multiracial or Other
0_17232,Wade,J,Widmann,3,07/17/2016,,Anytown,WA,00000,Female,Asian
0_35,Florence,P,Ortiz,70,12/05/1949,park place,Anytown,WA,00000,,Latino
0_36,Eva,R,Ortiz,40,09/20/1978,park place,Ajytown,WA,00000,Female,Asian
0_37,Elias,N,None,5,09/25/2014,park place,Anytown,WA,00070,Female,
0_38,Eric,R,Ortiz,38,01/09/1982,park place,Anytown,WA,00000,,Black
0_1455,Brenda,M,Fytler,72,11/11/1947,,Anytown,WA,,Male,AIAN
0_2870,Sophia,M,Brown,7,15/23/0015,grand fields ln,Anytown,WA,00000,,
0_17119,Angie,A,Brown-Joseph,30,07/27/1989,clinton place,Anytown,ID,00000,Female,Black
0_17120,Elijah,R,Brown-Joseph,3,10/03/2014,,,WA,00000,Male,
0_44,Dylan,R,Hareinghton,,09/03/1990,col de vars nw,Anihln,WA,00050,Male,
0_7785,David,J,Ling,59,01/03/1957,old bridge lane,Anytown,WA,00000,Male,
0_7786,Betty,L,Ling,59,02/28/1961,old bridge lane,Anytown,WA,00000,Female,Asian
0_14863,Ms,J,,626,01/07/1994,roll d,,WA,00000,Male,White
0_17383,Bryan,D,Reyes,50,12/19/1969,hickory dr,Anytown,WA,00000,Male,Asian
0_17384,Bonnie,D,Reyes,50,04/30/1969,hickory dr,Anytown,MT,00000,Female,Asian
0_17385,Regina,,Reyes,21,06/18/1998,hckoahy dr,Anytown,WA,00000,Female,Asian
0_17386,Alexus,J,Reyes,15,07/04/2004,,Anyton,WA,00000,Female,Asian
0_18291,Cher,,Ortiz,29,12/02/1947,,Anytlwn,,00000,,White
0_54,Gina,R,Mackie,57,01/13/1963,quinton drive,,WA,0000o,Female,White
0_55,Paul,S,,,01/13/1963,quinton drive,Anytown,WA,00000,Male,White
0_120,Daughter Of,S,Cranfe,50,05/09/1969,robinhood cr,,WA,00000,Female,White
0_122,,N,Crane,,26/11/2004,robinhood cr,Anytown,WA,,Female,White
0_945,K,M,Winiarski,46,09/26/1973,brassiewud tah,Anytown,,00000,Male,White
0_946,D,S,Winiarski,42,10/09/1977,brassiewood dr,Anytowb,DE,00000,,White
0_947,Ryleigh,S,Winiarski,,04/07/2011,brassiewood dr,Anytown,OH,00000,Female,
0_948,,S,Winiarski,,12/04/2013,brassiewood dr,Anytown,KS,00000,Female,
0_949,Laniya,A,Winiarski,3,10/04/2016,brassiewood dr,Anytown,OH,00000,,
0_11253,Ronald,,Donohue,50,08/07/1969,111 avenue,Anytown,,200000,Male,White
0_17071,Christopher,J,Clifford,36,08/06/1983,,Anytown,WA,,Female,White
0_17072,William,R,Clifford,34,06/27/1985,fgederick rd,Anytown,ID,00000,Male,White
0_57,,,Mccullen,36,12/17/1983,red cloud road,Anytown,WA,00000,Male,White
0_436,Man,,Coughlin,62,10/20/1957,gardner street,Anytown,WA,00000,Female,White
0_437,,B,Coughlin,62,10/20/1957,gardner street,Snyhown,WA,00000,Male,Black
0_1515,,S,Tesfaye,48,05/30/1971,statside rd,Anytown,WA,00000,,Black
0_13882,Molly,,Macleod,60,10/31/1961,e 31st st,Anytown,WA,00000,Female,AIAN
0_13883,J,R,Macleod,60,09/24/1959,,Anytown,WA,00012,Male,White
0_13885,Aaron,J,Macleod,19,03/30/2000,e 31st st,Anytown,DC,00000,Male,White
0_17717,George,J,Rabjohn,74,04/13/1944,,Anytown,WA,,Male,White
0_17718,Emily,J,Rabjohn,67,07/27/1952,stateside rd,Anytown,WA,00000,Female,Asian
0_61,Carol,B,Cony,67,01/06/1954,angus dr,Anytown,,00000,,Black
0_613,Vanessa,J,Penrod,48,05/20/1973,camp ahytke ln,Anytown,WA,00000,Female,
0_614,Thomas,B,Penrod,,06/10/1971,camp rydke orn,Anytown,WA,00000,Female,White
0_615,Anthony,J,Penrod,17,12/12/2002,camp ridge ln,Anydown,WA,,,White
0_1109,Estelle,N,Cook,,11/29/1926,,Anytown,WA,00000,,Black
0_1110,Maria,S,Cook,,11/05/1997,queensgate road,Anytown,WA,00000,Female,Black
0_1734,Mary,C,Ingram,73,05/31/1946,aven 271,Anytown,WA,00000,Female,
0_2892,Latonya,S,Cook,,02/19/1983,14th ave s,Anytown,WA,00000,Female,Black
0_2893,Kimberly,S,Cook,37,09/22/2006,14th ave s,Anytown,WA,00000,,Black
0_2894,Derrick,A,The House,7,10/22/2012,14th ave s,Xnytoen,WA,00000,Male,Black
0_3070,,G,Wakeman,14,03/07/1973,khapin rd,Anytown,WA,00000,Male,
0_3071,Jimmy,A,Wakeman,,04/23/2005,chapin rd,,WA,00000,Male,White
0_3072,Mom,C,Conley,37,07/20/1982,chapin rd,Anytown,WA,00000,Male,White
0_13613,Debra,D,Mccarty,61,09/05/1958,newcastle rd,Anytown,WA,00000,Female,
0_13614,Wesley,B,Mccarty,74,08/23/1945,newcastle rd,Anytown,WA,00000,Male,White
0_15172,Brian,B,,43,,e pierce st,Anytown,MT,00440,Male,White
0_15173,Jennifer,A,,39,07/23/1980,e pierce st,Anytown,,00000,Female,
0_15174,Kevin,H,Herzog,19,04/17/2000,e pierce st,Anytown,WA,00000,Female,White
0_15175,Hannah,I,Herzog,14,31/12/2005,e pierce st,Anytown,TN,00000,Female,
0_15176,L,A,Herzog,10,06/25/2009,,Anytown,,00190,Male,White
0_16052,Robbie,R,Traversa,93,18/03/1926,franklin ave,Anytown,ID,00000,Female,
0_66,,R,Elson,65,04/19/1954,carroll jtaheet,,,00000,,White
0_67,Dorothy,R,Elson,62,07/06/1957,carroll street,Anytown,KY,000o7,Female,White
0_8929,Phillip,K,Garciagarcia,25,01/03/1995,kansas avenue northwest,Anydown,WA,00000,Male,
0_8930,Soh,A,Garciagarcia,,05/20/1989,kansas avenue northwest,Anytown,WA,00005,Male,
0_8931,Michael,A,Garciagarcia,28,04/07/1991,kansas avenue northwest,Anytown,WA,,Male,
0_10639,David,J,Hileman,60,12/19/1959,me rd,Anytown,,00000,,White
0_10640,Ann,P,Hileman,60,12/19/1959,me rd,Anytown,WA,00000,Female,White
0_11860,Crystal,M,Kratzberg,37,01/07/1983,mount hope dr,Anytown,WA,00000,Female,White
0_11861,Mkchael,W,Girl,47,03/01/1973,mount hope dr,Anytown,,00000,Male,White
0_11862,Ethan,M,Kratzberg,10,,mount hope dr,Anytown,RI,00000,,White
0_13924,Troy,K,Bonsignore,50,09/16/1969,s 46th dr,Anytown,WA,00000,Male,White
0_14298,Leroy,J,Ryan,,,w high st,Anytown,WA,00000,Male,White
0_14299,Alexandria,,Ryan,32,01/06/1988,w high st,Anytown,,00000,Female,White
0_14300,Luke,J,Ryan,16,07/10/2003,w high st,Anytown,WA,00000,Female,Latino
0_14301,Emily,I,Ryan,16,10/07/2009,,Anytown,WA,00363,Male,White
0_17708,Joey,W,Bailey,77,05/23/1942,cumberland st,Anytown,,00000,,Black
0_20270,Remi,J,Kratzberg,0,11/01/2019,mount hope cr,Anytown,,00000,,White
0_68,Anna,A,Braithwaite,28,07/09/1991,tartan ln,Anyton,WA,00309,Female,White
0_8636,Jennifer,,E,42,06/19/1977,deerskin dr,Anyton,WA,00000,Female,Black
0_9231,Jeanne,,Foreman,83,11/01/1936,e calhoun st,Anitown,WA,,Female,Latino
0_17015,Debra,J,Jones,57,01/23/1963,university ave,Anytown,CO,,Female,Multiracial or Other
0_17202,Mary,M,Archie,91,07/17/1928,n avomdale dr,Anyton,,00000,Female,Black
0_20310,Maria,E,Hom,19,10/15/2000,larue rd,Anytown,WA,00000,Female,
0_69,Dustin,R,Roldan,34,09/28/1985,se 89th ave,Anyton,KY,00000,Male,Asian
0_70,Eric,R,Roldan,43,04/17/1976,se 89th ave,Anytown,WA,00000,Male,Latino
0_71,Gloria,R,Roldan,54,09/13/1965,se 89th ave,Anyton,WA,00000,Male,White
0_4617,Debbie,R,Butler,,06/21/1957,lucas road,Anytown,WA,00000,Female,Black
0_4619,Xavier,C,Butler,39,11/26/1980,lucas road,Anytown,OK,00000,Male,Black
0_4620,Zachary,C,Butler,36,22/03/1984,,,WA,00000,Male,Black
0_13841,Carla,C,George,54,11/12/1965,western ave,,,00000,Female,Black
0_13842,,,Geprge,5,08/18/1965,western ave,Anytown,,,Female,Black
0_13843,Emily,J,George,27,04/03/1992,western ave,Anytown,WA,00000,Female,Black
0_13844,Maverisk,M,George,5,08/24/2014,western ave,Anytown,WA,00000,Male,Latino
0_20352,Male,S,George,0,01/20/2020,western ave,Anytowh,WA,00000,,Latino
0_20363,Donovan,P,Gorge,0,01/20/2020,western ave,Anytoen,WA,,Male,AIAN
0_73,,S,B,53,06/01/1966,flat rock dr,Anytown,WA,00000,Female,Black
0_74,Ddew,O,Kennedy,18,04/12/2001,flat rock dr,Anytown,DC,00000,Male,Black
0_75,Austin,A,Kennedy,15,06/29/2004,flat rock dr,Anytown,WA,00000,Male,Black
0_1043,Bradley,M,Fernandez-Velasquez,29,05/19/1990,w miss muffet ln,,,02001,Male,Latino
0_4991,Ryan,T,Crawford,43,11/04/1976,w cnas mdws dr,Anytown,WA,12906,Male,Asian
0_9015,Christopher,J,Mason,48,,,Anytown,,00000,,Black
0_12087,Stephen,M,Andre-May,64,11/03/1955,prospect ave,Anytown,WA,00000,Male,Black
0_12088,Corine,J,Andre-May,66,11/29/1953,prospect ave,Anytown,WA,00000,Male,Black
0_14986,Reagan,K,Rosa,20,31/01/2000,,Anytown,WA,00000,Female,
0_17545,Mary,,Casa,58,01/18/1962,caldwell,Anytown,WA,,Female,White
0_76,Glenn,R,Heath,65,02/27/1955,thorpe hill road,Anhtown,WA,00000,Male,White
0_9844,Travis,A,Nelson,35,08/03/1984,moonshadow ct,Anytown,,00000,Female,White
0_9845,Hannah,D,Nelson,,06/18/1992,moknshsdow ct,Anytown,WA,00000,Female,White
0_77,Carin,B,Fernandes,51,09/11/1968,arbor ave,Anytown,CO,00000,Female,Black
0_78,Ayden,A,Fernandes,17,10/30/2002,arbor ave,,WA,00000,Male,Multiracial or Other
0_3824,Maria,,Goff,28,02/06/1987,w 4th st,Anytown,,00202,Female,NHOPI
0_3825,V,M,Goff,3,09/02/2016,,Anytown,WA,00000,Female,NHOPI
0_3826,Taj,M,Gofv,3,09/02/2016,w 4th st,Anytown,WA,00000,Male,
0_3827,Ian,W,Goff,30,25/05/1989,w 4th st,Anytown,,00010,Male,AIAN
0_4618,James,J,,62,04/02/1952,,Anytown,WA,00000,Male,Black
0_7452,Margaret,C,Kruse,25,02/01/1995,cr 430 rd,,WA,00000,Female,White
0_7454,Kenji,Z,Kruse,2,05/27/2017,cr 430 rd,Anytown,WA,00000,Male,White
0_79,Evelyn,P,Rodriguez,73,,green island rd,Anytown,,00000,Female,Asian
0_80,Erik,R,Rodriguez,41,11/01/1978,green island rd,Anytown,,00000,Male,
0_1041,Annemarie,M,Burkholder,,01/05/1987,parkfield drive,Anytown,WA,00000,Female,White
0_81,Gerard,R,Pippin,71,29/02/1948,streamwood drive,Anytown,WA,00000,Female,White
0_82,Evelina,R,Pippin,58,06/12/1961,streamwood drive,Anytown,WA,00000,Female,AIAN
0_7464,Taylor,A,Nairn,31,08/28/1990,south 8th st,Anytown,WA,00000,Female,White
0_7465,Jason,D,,34,08/17/1985,woutb 7th st,Anytown,WA,00000,Male,White
0_7570,Dalton,,Pearson,26,10/03/1993,river trace roa,Anyton,WA,00000,Female,White
0_7571,Frank,J,Gruninger,32,11/03/1987,,Anytown,WA,00000,Male,White
0_7572,Billy,W,Mahon,25,06/21/1994,,Anytown,,00000,Male,White
0_16997,M,M,Ervin,53,18/10/1963,valleymeade pl,,WA,00000,Male,White
0_16998,Deborah,C,Ervin,53,11/03/1966,valleymeade pl,Anytown,WA,00000,Female,White
0_17080,Harmon,J,Wolfe,72,08/16/1947,,Anytown,,00000,Male,
0_17081,Margaret,J,Wolfe,72,03/16/1948,n carlsbad trce,,WA,00000,Male,White
0_17363,Dennis,,Hewett,62,12/07/1957,7th st,Anytown,WA,00000,Male,
0_18604,Jo,L,Taylor,68,07/14/1951,cooperland ct,,VT,00000,Female,White
0_88,Essie,P,Rokers,80,06/19/1939,sw queen ln,Anytown,WA,00000,Male,White
0_6824,Cynthia,J,Chavez,57,02/24/1963,charnock rd,,,00000,Male,AIAN
0_6826,Daisy,M,Chavez,13,07/31/2006,charnock rd,Anytown,WA,00000,,AIAN
0_6827,Kendra,L,Chavez,13,02/04/2007,charnock rd,Anytown,,00000,Female,AIAN
0_6828,Joshua,Z,,9,11/29/2010,charnok ahd,Anytown,DC,00000,Male,AIAN
0_6829,Danny,M,Chavez,5,09/28/2012,charnock rd,Anytown,WA,00000,Male,AIAN
0_6830,Norman,E,Chavez,58,04/07/1961,charnock rd,Anytown,WA,00000,Female,Latino
0_6831,Emily,H,,9,05/25/2000,charnock rd,Anytown,WA,00000,Female,AIAN
0_10701,Natasha,A,Unknown,36,10/27/1983,vintage ranch cir,,WA,00000,,White
0_12105,Denzel,,Hinton,23,05/11/2002,dawes ave,Anytown,WA,00000,,White
0_12935,Nancy,K,Santos-Moreno,51,05/11/2002,dawes ave,Anytown,WA,00000,Female,AIAN
0_16958,Kid,,Wallace,,07/20/1937,chagnofu rd,Anytown,WA,00000,Female,White
0_91,Gentelman,A,Randall,41,11/24/1978,wild fox dr,Anytown,WA,00000,Female,White
0_4891,Donald,W,Cougle,52,12/22/1967,trinity church,,WA,00000,Male,White
0_96,Erika,R,,1,01/10/1981,dumbarton dr,Anytown,WA,00000,Female,White
0_97,Brian,,Reinhart,1,12/04/2018,dumbarton dr,Anytown,WA,00000,Male,White
0_98,Emmanuel,O,Reinhart,1,12/04/2018,dumbarton dr,,NY,00000,Male,White
0_170,Matthew,R,Saenz,38,11/25/1981,skyline dr,Anytown,WA,00000,Male,Latino
0_14377,Alan,J,Gollnick,72,10/06/1947,zorach pl,Anytown,FL,00000,,White
0_15692,Jo,L,Senseman,63,06/25/1956,red lane rd,Anytown,WA,00000,Female,White
0_99,Carl,B,Mcmillon,54,12/08/1943,horshak trail,Anytown,WA,00000,Male,Black
0_100,Eva,P,Mcmillon,76,12/08/1943,horsham trail,Anytown,WA,00000,Female,Black
0_1669,Melissa,B,Bakke,43,06/28/1976,s broad st,Anytown,WA,00000,Female,
0_1670,Bryant,M,Bakke,,27/03/1976,s broad st,Anytown,WA,00000,Male,White
0_1671,Anthony,J,Bakke,14,11/30/2005,s broad st,Anytown,,00000,Male,White
0_1672,Benjamin,R,Bakke,12,,s broad st,Anytown,LA,00000,,White
0_1673,Ayden,L,Bakke,10,10/29/2009,s broad st,Anydown,WA,00000,Male,White
0_1674,Willi,G,H,10,05/11/2009,s broad st,Anytown,WA,00000,,White
0_17293,Mason,J,Holman,19,05/29/2000,egypt run rd,,WA,00000,Female,White
0_19081,Lauren,L,,28,06/15/1991,carolyn drive,Anytown,WA,00000,Female,White
0_101,,C,Bishop,64,02/01/1955,bowen street,Anydon,,00000,,
0_102,Carol,,,60,06/14/1958,bowen street,Anytown,WA,00000,Female,White
0_350,Betty,B,,76,08/25/1942,rt 55,Anytown,WA,00000,Female,White
0_2817,Melissa,A,Aguilar-Pineiro,31,04/21/1988,bay island dr s,Anjtown,WA,00000,Female,Latino
0_2819,Luke,B,Aguilar-Pineiro,2,08/11/2017,,Anytown,CO,00000,Male,Latino
0_5322,Shelly,T,,57,12/27/1962,valencia st,Anytown,,00000,Female,White
0_13117,Catherine,J,Keeler,75,07/52/1944,,Anytown,WA,00041,,White
0_16931,Patricia,N,Downer,81,01/10/1939,,,WA,00550,Female,Multiracial or Other
0_18865,Larry,J,Fields,5,02/22/1958,fm 813,Anytown,,00020,Male,White
0_18866,Man Of,J,Fields,5,04/19/2014,fm 813,Anytown,WA,00000,Female,Latino
0_103,Carol,B,Ortiz,63,05/18/1957,east 24 street,Anytown,WA,20000,,White
0_2048,,R,Mabry,64,22/03/1956,buckshot dr,Anytown,WA,,Male,Multiracial or Other
0_17275,William,R,Allcorn,57,09/25/1962,mulberry dr,Anytown,WA,,Male,Black
0_17276,Malinda,S,Male,37,06/19/1964,mulberry dr,Anytown,,00000,,White
0_18098,Brittnie,E,Trostle,24,05/12/1995,,Anytown,WA,00000,Female,White
0_18099,Andhony,K,Trostle,26,11/11/1993,bellford st,Anytown,WA,00000,Male,Black
0_18100,Mathew,L,Trostle,,10/30/2016,bellford st,Anytown,,00000,Male,
0_104,,,J,,08/09/1952,concha llma dr,Anytown,,00323,Female,Latino
0_106,Michael,S,Pena-Yutiereez,40,11/27/1979,,,WA,00000,,White
0_814,Shelly,S,Mcrae,59,11/23/1960,moreland avenue southeast,Snytown,WA,06020,Male,NHOPI
0_5045,Sarah,T,Marin,,05/28/1980,cogcha lomw dr,Anytown,,00000,Male,Latino
0_7342,Marty,W,Etienne,61,25/11/1958,212th st,Anytown,WA,00000,Male,Black
0_11858,Jeffrey,J,Papas,52,11/12/1967,crudcher sttreet,Anytown,WA,00000,Male,White
0_11859,F,C,Papas,52,12/19/1954,crutcher street,Anytown,WA,02000,Female,White
0_113,Greg,R,Jacobson,,09/01/1958,hamblen rd,Anytown,,00000,Male,White
0_114,Carol,B,Jacobson,55,04/05/1964,hamblen rd,XAnyfiwn,WA,00000,Female,White
0_4277,Lola,S,Black,42,08/01/1947,buckwell ro,Anytown,WI,,Female,White
0_4278,,J,Black,42,11/09/1977,,Anytown,WA,00000,Male,White
0_5767,Chris,W,Bell,57,09/01/1962,e 400 n,Anytown,WA,00000,Female,White
0_18389,Arnold,J,Haas,76,03/14/1944,e bennett ave,Anytown,,00000,Male,White
0_119,Clarence,C,Mancia,68,04/28/1951,thelma ave,Anytown,WA,00000,Male,Latino
0_1633,Betty,B,Strand,87,09/21/1932,church hill ln,Anytown,WA,00000,Female,White
0_2538,Mary,J,Boy,49,06/04/1970,walnut street,Anytown,WA,00000,Female,Asian
0_4288,Deborah,R,Kinsinger,56,08/16/1963,firecly st,Anytown,,00000,Female,
0_8064,Teresa,B,Foster,67,09/20/1952,m st,Anytown,WA,00000,Female,
0_11249,Ivan,C,Suriel,23,01/11/6997,,Anytown,KS,00000,,Latino
0_14590,Youngest,J,Cool,,01/01/1951,cape cod cir,Anytown,,00070,Male,White
0_16059,Natasha,,Smith,33,05/24/1986,willow st,Anytown,WA,00000,Female,White
0_16060,Leroy,J,Smith,32,,willow st,,WA,00000,Female,White
0_16297,James,,Douglas,75,05/15/1944,wilson ave,Anhtosn,WA,00000,Female,White
0_16298,Alice,J,Dougleas,72,07/17/1947,,Anytown,WA,00000,Male,White
0_18903,Frahk,R,Bonilla,78,01/07/1942,diamond rn mall pl,Anytown,WA,00000,Male,Latino
0_20392,Mom,O,,0,01/28/2020,willow st,Anytown,WA,00000,Male,White
0_121,Drew,,Crane,19,09/04/2000,bowen cir sw,Anytown,WA,00000,,White
0_279,Aveahi,A,Wallace,24,10/02/1995,bowen cir sw,Anytown,,00000,Male,
0_390,Dexter,R,Donegan,25,11/27/1994,bowen cir sw,Anytown,DC,00000,Male,White
0_875,Julia,L,Nelson,21,11/10/1998,boaej cir sq,Anytown,,00000,,
0_909,Samuel,,Solo,31,03/26/1988,bowen cir sw,Anytown,WA,00002,Male,White
0_1649,Makaylea,A,Carlile,19,29/27/1899,bowen cir sw,Anytown,,00000,Female,White
0_1651,Vanessa,H,Lange,19,08/20/2000,bowen cir sw,Anytown,WA,00000,Male,White
0_1986,Angelique,M,Jackson,18,07/13/2001,bowen cir sw,Anytown,WA,00000,Female,
0_3520,Karlie,A,Robidoux,20,12/27/1999,bowen cir sw,Anytown,WA,00000,Female,Latino
0_4231,Jonathan,,Naumann,,09/23/2000,fowdn ciah d,Anytown,WA,00000,,White
0_4453,Mason,R,Eastep,20,09/04/1999,bowen cir sw,Anytown,WA,00000,Male,White
