simulant_id,first_name,middle_initial,last_name,age,date_of_birth,street_name,city,state,zipcode,sex,race_ethnicity
0_5192,Reed,T,Schletzbaum,8,03/05/2012,,Anytown,SD,,Male,White
0_8436,Anne,K,I,,,,Anytown,WA,00000,Female,White
0_8437,Bruce,M,Matheny,63,01/17/1957,jacob lois dr,Anytown,WA,02005,Male,White
0_9013,Gayle,J,Taylor,73,01/09/1947,whippoorwill dr,Anytown,OK,,Female,White
0_9014,Ronald,H,Taylor,74,10/23/1945,whippoorwill dr,Anytown,,,Male,White
0_12689,Youngest,D,Kauffman,76,O4/27/1943,horseshoe trl,Anytown,WA,,Male,White
0_12690,,V,,70,03/31/1949,horseshoe trl,Anytown,WA,,Female,
0_15755,David,H,Johnstone,51,10/04/1967,eagle heights,Anytown,WA,,Male,Black
0_20005,Margot,S,,1,09/13/1969,stromberg ct,Anytown,,00000,Female,White
0_14,Gerald,R,Cade,55,11/14/1966,capulina avenue,Anytown,WA,00000,Male,Multiracial or Other
0_15,Dominic,N,Cade,15,12/07/2004,capulina avenue,Anytown,WA,,Female,
0_16,Elizabeth,N,Cade,12,84/33/60057,capulina avenue,Anytown,WA,00000,Female,White
0_2174,Charles,J,Rankin,,04/09/1942,stafford ave,Anyton,WA,00050,Male,White
0_2647,Holly,P,Duran,51,07/28/1968,sprenkle ln,Anytown,WA,00001,Male,Asian
0_2648,Marlin,T,Duran,53,03/05/1967,,Anyton,WA,00000,Male,White
0_2649,William,I,Duran,27,04/08/1992,sprenkle ln,Anytown,WA,10000,Female,White
0_3282,Emily,A,Dockins,44,,washington avenue,Anytown,MO,00000,Female,White
0_3283,Ted,S,,51,06/19/1968,,Anytown,MI,00000,Male,White
0_4495,,A,Chau,,09/18/1957,abbeywood dr,,,00000,Male,White
0_4496,Sherry,N,Chau,61,,apbeywood dr,Anytown,WA,00000,Male,White
0_5336,David,D,Lopez,3,08/07/1980,cr ledge dr,Anytown,,00000,Female,Latino
0_5337,Dallaz,Z,Lopez,5,02/04/2015,,Anytown,WA,00002,Female,Asian
0_5338,Grayson,X,Lopez,,,cr ledgs cr,Anytown,WA,00000,,Latino
0_14068,Heather,J,Pizzolato,29,07/06/1990,stafford ave,Anytown,WA,00000,Female,White
0_16326,Jesse,B,Respondant,,06/02/1957,princeton ct,Anytown,OK,00000,Male,White
0_21,Gianna,R,Resident,55,09/05/1164,w warren ave,Anytown,WA,00000,Female,White
0_22,Glen,R,Doucet,59,03/08/1961,w warren ave,Anytown,WA,,Male,White
0_8354,Jason,F,Garrell,50,02/06/1970,hunters oak drive,Anytown,WA,,Male,White
0_8355,Elsa,L,Garrell,50,12/21/1975,hunters oak drive,Anytown,WA,00070,Female,Latino
0_8357,Christopher,M,Garrell,10,02/15/2010,hunters oak drive,Anytown,WA,00000,Male,Latino
0_9739,Jaclyn,S,Gonzalez,36,02/24/1984,antonio court,Anytown,WA,00000,,Asian
0_9740,Robert,M,Gonzalez,63,10/27/1956,antonio court,Anytown,WA,00000,Male,Latino
0_9741,Caleb,J,Of The House,15,08/04/2004,antonio court,Anytown,NH,00000,Male,Latino
0_9742,Averie,,Gonzalez,13,10/10/2006,antonio court,Anytown,WA,00000,Female,Latino
0_9743,Gentle,N,Gonzalez,58,08/19/1961,antonio courd,Anytown,SC,00000,Female,Latino
0_9744,Reba,E,Refuse,5,04/01/2014,antonio court,,,00000,Female,Latino
0_25,Heather,S,Kingsley,47,01/10/1973,shadowood dr,Anytown,WA,00000,Female,
0_26,Charles,B,Kingziley,58,12/20/1961,shadowood dr,Anytown,MA,00000,Male,Black
0_27,Elizabeth,,Kingsley,,07/15/1999,shadowood dr,Anytown,,,Female,Asian
0_28,F,N,Kingxldy,17,04/22/2002,shadowood dr,Anytown,,001082,Female,Black
0_45,Clare,C,Ybarra Canales,69,08/23/1950,church st,Anytown,,00000,Male,Latino
0_866,Adult Male,A,Bloomer,27,01/24/1993,deer ridge dr,Anytown,WA,00000,,Latino
0_868,Madison,S,Gilberf,11,10/12/2008,deer ridge dr,Anytown,,00000,Female,Multiracial or Other
0_869,Joshua,B,Sides,8,06/02/2011,deer ridge dr,Anytown,WA,00000,,White
0_870,Armando,,Lange,27,08/22/2013,deer ridge dr,Anytown,WA,00000,Male,White
0_5149,Gale,J,Pickett,59,01/24/1961,44th st,Anytown,,00000,Male,Black
0_10353,Taylor,,Legler,21,06/11/1998,parkway church rd sw,Anytown,WA,00000,Female,Multiracial or Other
0_10354,Carter,,H,1,12/04/2018,parkway church rd sw,Anytown,WA,00000,Male,White
0_15029,Candy,S,Morrell,59,05/24/1960,mapl av,Anytown,WA,00507,Female,White
0_20233,Ant,,Sturdivant,46,04/15/1974,jeff hamilton rd,,WA,00000,Male,Black
0_31,Ella,N,Driscoll,19,02/21/2001,stonewall tell rd,,WA,00200,,White
0_7686,,T,Hookham,58,06/24/1961,lake street,Anytown,WA,00000,Male,White
0_11044,Lady Of The,J,Epstein,28,06/08/1991,viceroy dr,Anytown,WA,00000,Female,White
0_12937,Robyn,D,Woods,19,12/23/1968,stonewall tell rd,Anytown,WA,00000,Female,White
0_12938,Dickie,P,Woods,55,05/19/1964,stonewall tell rd,,WA,00000,Male,White
0_15882,Annie,K,Au,72,29/07/1977,w windhorst rd,Anytown,OK,00000,,Multiracial or Other
0_15883,Michelle,D,Au,52,02/17/1968,w windhorst rd,Anytown,WA,00000,Female,Multiracial or Other
0_17232,Wade,J,Widmann,3,07/17/2016,viceroy dr,Anytown,PA,00000,Male,White
0_35,Florence,P,Ordiz,70,12/05/1949,park place,Anytown,WA,,Female,
0_36,Gentle,R,Ortiz,41,09/20/1978,park place,Anytown,WA,00000,Male,Latino
0_37,Elias,N,,5,09/25/2014,park place,,WA,00000,,
0_38,Eric,R,Ortiz,38,01/09/1982,park place,Anytown,WA,00000,Female,
0_1455,Brenda,M,Tytler,72,11/11/1947,gramd fields ln,Anytown,WA,00000,Female,Black
0_2870,Sophia,M,Brown,8,10/23/2011,grand fields ln,Anytown,WA,00000,Female,Multiracial or Other
0_17119,Angie,A,Brown-Joseph,,07/27/1989,clinton place,Anytown,WA,00000,Female,NHOPI
0_17120,Elijah,R,Brown-Joseph,5,10/03/2014,klinton pleac,Anytown,WA,00050,Male,NHOPI
0_44,Dylan,R,Harrington,29,09/03/1990,col de vars nw,Anytown,MA,00000,Male,Black
0_7785,David,J,Ling,63,01/03/1957,old bridge lane,,WA,00850,Male,Asian
0_7786,Adult Male,L,,59,02/28/1961,old britke lane,Anytown,WA,00000,Female,Asian
0_14863,Daughter Of,J,Declined,25,01/07/1994,roll d,Anytown,WA,00000,Male,White
0_17383,Bryan,D,Reyes,50,,hickory dr,Anytown,ID,00000,Male,Asian
0_17384,Bonnie,D,Reyes,50,,hickory dr,Anytown,,00000,,Asian
0_17385,Regina,K,Reyes,21,,hickory dr,Anytown,WA,00000,Female,Asian
0_17386,Alexus,J,Reyes,15,07/04/2004,hickory dr,Anytowh,WA,00000,Female,Asian
0_18291,Cheryl,,Ortiz,72,12/02/1947,col de vars nw,Anytown,WA,00000,Male,
0_54,Gina,R,Mackie,,01/19/1963,quinton drive,Anytown,WA,00000,Female,White
0_55,Paul,S,Mackie,69,,quinton drive,Anytown,,00000,Male,White
0_120,Friend,S,Crane,50,09/05/1969,robinhood cr,Anytown,WA,00000,Male,White
0_122,Elsie,N,Crane,15,11/26/2004,robinhood cr,Anytown,WA,,Female,White
0_945,,M,Winiarski,46,09/26/1973,brassiewood dr,Anytown,WA,00000,Male,White
0_946,Shannon,S,,42,10/09/1977,brassiewood dr,Anytown,WA,00000,Female,White
0_947,Ryleigh,S,Winiarski,8,04/07/2011,brasstiewood dr,Anytown,WA,00000,,White
0_948,Ryleigh,S,No Name,6,12/04/2013,grassieood rr,Anytown,WA,00000,Female,White
0_949,Woman,A,Winiarski,3,10/04/2016,brassiewood dr,Anytown,WA,00050,Female,White
0_11253,Ron,H,Donohue,50,08/07/1969,111 avenue,Anytown,WA,,Male,White
0_17071,Christopher,J,Clifford,36,08/06/1983,frederick rd,Anytown,WI,00000,Female,White
0_17072,William,R,Clifford,34,06/27/1985,frederick rd,Anytown,WA,00000,Male,White
0_57,Edwin,R,Mccullen,,12/17/1983,red cloud road,Anytowmn,WA,00000,Female,White
0_436,Maureen,S,Coughlin,37,07/25/1982,gardner street,Anytown,,00000,Female,White
0_437,Christopher,,Coughlin,62,10/20/1957,,Anytown,,,Male,White
0_1515,Elizabeth,S,Tesfaye,48,05/30/1971,,Anytown,WA,00000,Female,AIAN
0_13882,Molly,K,Macleod,58,10/31/1961,e 31st st,Anytown,,00000,Female,
0_13883,William,R,Macleod,60,09/24/1959,e 31st st,Anytown,,00000,,White
0_13885,Senor,J,,19,03/30/2000,e 31st st,Anytown,VA,00000,Male,White
0_17717,George,J,Rabjohn,73,04/13/1944,,Anytown,SD,00000,Female,
0_17718,Emily,J,Rabjohn,75,07/27/1952,stateside rd,Anytown,WA,00000,Female,White
0_61,Carol,B,Coney,66,41/06/1954,angus dr,Anytown,,00000,Female,NHOPI
0_613,Essa,J,Xxx,46,05/20/1973,camp ridge ln,Anytown,WA,00000,,Asian
0_614,Thomas,B,Penrod,48,06/10/1971,camp ridge ln,Anytown,WA,00000,Male,White
0_615,Anthony,J,Penrod,17,12/12/2002,,Anytown,WA,00000,Female,White
0_1109,Estelle,N,Cook,94,11/29/1926,queensgate road,Anytown,WA,00000,Female,Black
0_1110,Maria,S,Cook,22,11/05/1997,queensgate road,Anytown,WA,00000,Female,Black
0_1734,Mary,C,Ingram,71,05/31/1946,aven 271,Anytown,WA,00000,Female,
0_2892,Latonya,,Cook,37,02/19/1983,14th ave s,Anytown,WA,00000,Female,Black
0_2893,Kimberly,S,Cook,13,09/22/2006,,,WA,00000,,Black
0_3070,Louis,G,Wakeman,47,03/07/1973,chapin rd,Anytown,WA,00000,,White
0_3071,Grandchild,A,Wakeman,14,04/23/2005,chapin rd,,WA,00000,Male,White
0_3072,Kristina,X,Conley,37,07/20/1982,chapin rd,Anytown,WA,00000,,White
0_13613,Debra,D,Mccartj,21,09/05/1958,newcastle rd,,MO,00000,Female,White
0_13614,Wesley,B,Mccarty,61,08/23/1945,newcastle rd,Anytown,WA,00000,Female,White
0_15172,Brian,B,Herzog,43,03/05/1977,e pierce st,Anytown,,00002,,White
0_15173,Jennifer,A,Herzog,39,07/23/1980,e pierce st,Anytown,WA,00000,Male,White
0_15174,Kevin,H,Anon,19,04/17/2000,e pierce st,Anytown,WA,00000,Male,White
0_15175,Hannah,I,Herzog,16,12/31/2005,e pierce st,Anytown,WA,,Male,White
0_15176,Gregory,A,Herzog,19,06/25/2009,e pierce st,Anytown,OR,00000,Male,Latino
0_16052,Robbie,R,Traversa,93,120/03/1926,,Anitown,WA,,Female,White
0_66,,R,Elson,65,,carroll street,Anytown,NM,00000,Male,White
0_67,Dorothy,R,Elson,62,07/06/1957,carroll street,Anytown,WA,00000,Female,White
0_8929,Phillip,K,Garciagarcia,25,01/03/1995,kansas avenue northwest,Anytown,,00000,Male,Latino
0_8930,Troy,A,Garciagarcia,29,05/20/1989,kansas avenue northwest,Anytown,WA,00000,,Latino
0_8931,Mike,A,Garciagatcia,30,01/03/1995,kansaj avenue northwest,Anytown,,00000,Male,Latino
0_10639,David,J,Hileman,60,12/19/1959,me rd,Anytown,,00000,Male,
0_10640,,,Hileman,59,16/01/1961,,Anytown,WA,00000,Female,
0_11860,Crystal,,Kratzberg,37,01/07/1983,mount hope dr,Anytown,,00010,Female,
0_11861,Michael,W,Anon,,03/01/1973,mount hope dr,Anudown,WA,00000,,White
0_11862,,M,Krstzberg,,10/13/2009,mount hope dr,Anytown,WA,00000,Female,Asian
0_13924,,K,Bonsignore,50,09/16/1969,s 46th dr,Anytown,,00000,Male,White
0_14298,Leroy,J,Ryan,36,09/27/1982,,,,00600,,White
0_14299,Alexandria,,Ryan,30,01/06/1988,w high st,Anydown,WA,00000,Female,Black
0_14300,Luke,,Ryan,16,10/07/2003,w high st,Anytown,PA,00000,Male,Latino
0_14301,Emily,,Ryan,10,09/27/1982,w high st,Anytown,WA,00000,Female,NHOPI
0_17708,Joseph,W,Bailey,77,05/23/1942,kumberleand sd,,MA,00000,Male,White
0_20270,Remi,J,Kratzberg,0,11/01/2019,mount hope dr,Anytown,WA,00000,Female,
0_68,Anna,,Braithwaite,28,07/09/1991,tartan ln,Anytown,WA,,Female,Asian
0_8636,Jenniber,G,Shumpert,42,06/19/1977,deerskin dr,Anytown,KS,00000,,
0_9231,Jeanne,L,Foarman,83,11/01/1936,e calhoun st,Anytown,,00000,Female,
0_17015,Debra,J,Jones,57,01/23/1963,university ave,Anytown,WA,00053,Female,AIAN
0_17202,Mary,M,Archie,91,07/17/1928,n avondale dr,Anytown,WA,00000,Female,
0_20310,Maria,E,Porter,19,10/15/2000,larue rd,Anytown,WA,00000,,Black
0_69,Dustin,R,Roldan,54,09/28/1985,sw 89th avd,Anytown,WA,00007,,
0_70,Eric,R,Roldan,43,04/17/1976,se 89th ave,Anytown,WA,00000,Male,
0_71,Gloria,R,Roldan,54,09/13/1965,,Anytown,WA,00000,Female,Latino
0_4617,Deborah,R,Butler,62,06/21/1957,lucas road,,WA,,Male,Black
0_4619,Xavier,C,Butler,37,11/26/1980,lucas road,Anytown,WA,00000,Male,Black
0_4620,Zakhaahy,C,Butler,,03/22/1984,lucas road,Anytown,WA,00000,Male,Black
0_13841,Carla,C,George,54,11/12/1965,western ave,Anytown,WA,00000,Female,White
0_13842,James,,Gworke,54,11/12/1965,western ave,Anytown,WA,00000,Male,Black
0_13843,,J,George,28,04/03/1992,western ave,Anytown,WA,,Female,Black
0_13844,Maverick,M,George,5,,western ave,Anytown,WA,00000,Male,Latino
0_13845,,G,George,2,07/14/2017,western ave,Anyyown,WA,00000,Male,Asian
0_20352,Ronan,S,George,0,01/20/2020,western ave,Anytown,KY,00000,,Black
0_20363,Donovan,P,George,0,01/20/2020,western ave,Anytown,WA,00000,Male,Black
0_73,Heather,S,Kennedy,53,06/01/1966,flat rock dr,Anytown,WA,00000,,Black
0_74,Drew,O,Na,18,12/05/2011,flat rock dr,Anytown,WA,00000,Male,Black
0_75,Austin,A,Kennedy,17,06/29/2004,flat rock dr,Anytown,CA,00000,Male,Black
0_4991,Ryan,T,Crawford,43,11/04/1976,w chas mdws dr,Anytown,WA,00000,,Black
0_9015,Christopher,,Mason,48,03/21/1972,caldwell,Anytown,WA,00000,Male,White
0_12087,Stephen,M,Andre-May,64,11/03/1955,prospect ave,,CO,00000,Male,Black
0_12088,Corine,J,Andre-May,64,11/29/1953,pahojpect ave,Anytown,WA,00000,Female,Black
0_14986,Reagan,K,Rosa,20,01/31/2000,flat rock dr,Anytown,AK,00000,Female,White
0_17545,Mary,M,Benavides,58,01/18/1962,caldwell,Anytown,WA,00000,Female,Asian
0_76,Glenn,R,Heath,68,02/27/1955,,Anytown,NC,00000,,
0_9844,Travis,A,Nelson,27,,moonshadow ct,Anytown,WA,00000,Female,Latino
0_9845,Hannah,D,Nelson,27,06/18/1992,moonshadow ct,Anytown,GA,00000,Female,White
0_77,Carin,,Fernandes,51,09/11/1968,arbor ave,Anytown,,00000,Male,White
0_78,Ayden,A,Hh,17,10/30/2002,arbor ave,Anytown,MI,00000,,Multiracial or Other
0_3824,Maria,R,Goff,32,02/06/1987,w 4th st,Anytown,PA,00000,Female,
0_3825,Sophia,M,Goff,9,05/22/2010,w 4th st,Anytown,WA,00000,Female,
0_3826,Taj,M,Goff,3,09/02/2016,w 4th st,Anytown,WA,00000,Male,NHOPI
0_3827,Ian,W,Goff,30,05/25/1989,w 4th st,Anytown,,00000,Male,NHOPI
0_4618,James,J,Butler,62,04/02/1957,w 4th st,Anytown,WA,00000,Male,Black
0_7452,Margaret,C,Kruse,25,02/01/1995,cr 430 rd,Anytown,WA,00000,Female,White
0_7454,Kenji,Z,Kruse,2,05/27/2017,cr 430 rd,Anytown,OR,00000,Female,White
0_79,Evelyn,P,Rodriguez,73,08/17/1946,,Anytown,,00000,Female,
0_80,Erik,R,Rodriguez,41,11/01/1978,green island rd,Zjyton,WA,00000,,Asian
0_1041,Annemarie,M,Biurkholder,33,01/05/1987,parkfield drive,Anytown,WA,00000,,White
0_81,Gerard,R,Pippin,71,04/29/1948,streamwood drive,Anytown,,00000,Male,Multiracial or Other
0_82,Evelina,R,Pippin,58,06/12/1961,streamwood drive,Anytown,WA,00000,Female,White
0_7464,Taylor,A,Nairn,28,08/28/1990,south 8th st,Anytown,WA,00000,,White
0_7465,Jason,D,Nairn,34,08/17/1985,,Anytown,OH,00000,Male,White
0_7570,Dal,M,Pearson,26,10/03/1993,river trace roa,,WA,00000,Male,White
0_7571,Frank,,Gruninnfr,26,11/03/1987,river trace roa,Anytown,WA,00000,Male,White
0_7572,Billy,W,Mahon,25,06/21/1994,river trace roa,Anytown,WA,00000,Male,Black
0_16997,David,M,Ervin,56,10/18/1963,valleymeade pl,Anytown,,00000,Male,White
0_16998,Deborah,C,Ervin,53,11/03/1966,valleymeade pl,Anytown,,00006,Female,White
0_17080,Harmon,J,Wolfe,72,08/16/1947,n carlsbad trce,Anytown,WA,00000,Male,White
0_17081,Margaret,J,Wolfe,,03/16/1948,,Anytown,,00000,Female,White
0_17363,Dennis,H,Hewett,62,52/08/1957,,Anytown,NJ,00000,Male,White
0_18604,Jo,L,Taylor,68,07/14/1951,,Anytown,WA,00000,Female,White
0_88,Essir,P,Rogers,80,06/19/1939,sw queen ln,Anytown,WA,00000,Female,White
0_6824,Cynthia,J,Chavez,57,02/24/1963,charnock rd,Anytown,RI,00000,Female,AIAN
0_6825,Mark,D,Chavez,21,,charnock rd,Anytown,WA,00000,Male,AIAN
0_6826,Daisy,M,Chavez,13,07/31/2006,charnock rd,Anytown,WA,00000,Female,AIAN
0_6827,Kendra,L,Chavez,13,02/04/2007,,Anytown,WA,,Female,AIAN
0_6828,Joshua,Z,Chavez,10,11/29/2010,cjxtnoci rd,Anytown,WA,00000,,AIAN
0_6829,Daniel,,Chavez,58,28/09/2012,charnock rd,Anytown,WA,00000,Male,AIAN
0_6830,,E,Chavea,21,04/07/1961,charnock rd,Anytown,WA,00000,,Latino
0_6831,Emily,H,Cameron,8,05/25/2000,charnock rd,Anytown,,00000,Female,
0_10701,Dad,A,Taylor,36,10/27/1983,vintagf ragch cir,Anytown,WA,00000,,NHOPI
0_12105,,F,Hinton,23,12/10/1996,dawes ave,Anytown,WA,00000,,
0_12935,Nancy,,Santos-Moreno,51,04/05/1968,dawes avf,Anytown,WA,00000,Female,Latino
0_12936,Erika,J,Santos-Moreno,17,05/11/2002,dawes ave,Anyton,,0000O,Female,Latino
0_16958,Rachel,F,,7,20/07/1937,charnock rd,,AL,00000,,
0_91,April,A,Randall,41,11/24/1978,wild fox dr,Anytown,SC,00000,Female,White
0_4891,N,W,Cougle,52,12/22/1967,trinity church,Anytown,WA,,Male,White
0_96,Erika,R,Reinhart,39,10/01/1981,dumbarton dr,Anytown,WA,00000,,White
0_97,Brian,B,Reinhart,40,04/14/1979,dumbarton dr,,WA,00000,,AIAN
0_98,Emmanuel,O,Reinhart,1,12/04/2018,dumbqrton dr,Anytown,WA,00000,,White
0_170,,R,Saenz,39,11/25/1981,skyline dr,Anytown,WA,00000,Male,Latino
0_14377,Alan,J,,72,10/06/1947,zorach pl,Anytown,WA,00000,Male,White
0_15692,Jo,L,Senseman,63,06/25/1956,red lane rd,Anytown,WA,00000,Female,White
0_99,Charles,B,Mcmillon,54,03/16/1966,horsham trail,Anytown,WA,00000,Male,
0_100,Eva,P,,76,12/08/1943,horsham trail,Anytown,WA,00000,Female,
0_1669,Melissa,B,Bakke,41,06/28/1976,s broad st,Anitown,WA,00000,Female,Black
0_1670,Bryant,M,Bakke,43,03/27/1976,,Anytown,WA,00000,,White
0_1671,Anthony,J,Of House,14,11/30/2005,,Anytown,WA,00000,Male,White
0_1672,Benjamin,R,Bakke,12,,s broad st,Anydon,WA,00000,,White
0_1673,Ayden,L,Bakke,10,10/29/2009,s broad st,Anytown,WA,00000,Male,White
0_1674,William,G,Bakke,10,05/11/2009,s broad st,Anytown,WA,00000,Male,
0_17293,,J,Holman,19,05/29/2000,egypt run rd,Anyton,,10100,,NHOPI
0_19081,Lauren,L,De Casa,28,06/15/1991,carolyn drive,Anytown,WA,00010,Female,White
0_101,,,Bishop,65,06/14/1958,bowen street,,WA,00000,Male,NHOPI
0_102,Carol,B,Bishop,,06/14/1958,bowen street,Anytown,WA,00000,Female,White
0_350,Betty,B,Hart,77,08/25/1942,rt 55,Anytown,MA,00000,,White
0_2817,Melissa,,Aguilar-Pineiro,31,04/21/1988,bay island dr s,Anytown,WA,00000,Male,White
0_2818,Myles,A,Aguilar-Pineiro,31,10/20/1988,bay island dr s,Anytown,,00410,Male,Latino
0_2819,Luke,B,Aguilar-Pineiro,2,08/11/2017,bay island dr s,Anytown,WI,00000,,Latino
0_5322,Shelly,T,Boozer,,12/27/1962,valencia st,Anytown,WA,00000,Female,
0_13117,,,Son,75,07/12/1944,guilford ave,Anytown,WA,00001,Male,White
0_16931,Patricia,M,,81,01/10/1939,highway 1 n,Anytown,WA,00000,Female,White
0_18865,Larry,J,Fields,62,05/22/1958,fm 813,Anytown,WA,00020,Male,NHOPI
0_18866,Unique,J,Fields,5,04/19/2014,fm 813,,WA,00000,,White
0_103,Carol,B,Ortiz,62,05/18/1957,east 24 street,,WA,00000,Female,White
0_2048,Desiree,R,Mabry,64,03/22/1956,buckshot dr,Anytown,WA,,Female,
0_17275,William,,Allcorn,57,09/25/1962,mulberry dr,Anytown,WA,00000,Male,White
0_17276,Malinda,S,Allcorn,55,06/19/1664,mulberry dr,Anytown,OH,00080,Female,White
0_18098,Brittnie,E,Trostle,24,05/12/1995,bellford st,Anytown,WA,00000,Female,AIAN
0_18099,Anthony,,Trostle,26,11/11/1993,bellford st,Anytown,WA,,Male,Asian
0_18100,Mathew,L,Trostle,3,10/30/2016,,Anytown,,00000,Male,Asian
0_104,Clarence,C,O,67,08/09/1952,,Anytown,WA,00000,Male,Latino
0_105,Jamie,,,18,11/29/2001,concha loma dr,Anytown,CO,,Male,Latino
0_106,Michael,,Pena-Gutierrez,40,11/27/1979,,Amytown,,00000,Male,White
0_814,Shelly,S,Mcrae,61,11/23/1960,moreland avenue southeast,Anytown,WA,00000,Female,Black
0_5045,,,Marin,39,08/09/1952,concha loma dr,Anytown,,00000,Female,
0_7342,Father,W,Etienne,60,11/25/1958,212th st,Anytown,WA,00000,,Multiracial or Other
0_11858,Jeffrey,J,Papas,52,11/12/1967,crutcher street,Anytown,WA,,,White
0_11859,Carolyn,C,Papas,,12/19/1954,crutcher street,Anytown,,00000,Female,White
0_113,Greg,R,Jacobson,61,09/01/1958,hamblen rd,Anytown,,00000,Female,White
0_114,Carol,,Jacobson,55,04/05/1964,,Anytown,WA,00000,Male,
0_4277,Lola,S,Blacj,72,08/01/1947,buckwell ro,Anytown,WA,00000,Female,White
0_4278,Gregory,J,,73,11/09/1977,buckwell ro,Anytown,WA,00000,,White
0_5767,Chris,W,Bell,57,09/01/1962,e 400 n,,,00000,Male,White
0_18389,Arnold,J,W,76,03/14/1944,e bennett ave,Anytown,WA,00000,Male,White
0_119,K,C,Mankia,68,04/28/1951,thelma ave,Anytown,WA,,Male,
0_1633,Betty,B,Strand,88,09/21/1932,church hill ln,Anytown,WA,00000,Female,White
0_2538,Mary,J,Kam,49,06/04/1970,walnut street,Anytown,WA,00000,,
0_4288,Deborah,R,Kinsinger,56,08/16/1963,firefly st,Anytown,WA,00000,Female,White
0_8064,,B,Foster,67,89/25/1952,m st,Anytown,WA,00000,Female,Latino
0_11249,Ivan,,Suriel,,01/11/1997,,Anytown,WA,00000,,
0_14590,Willie,J,Cool,70,01/01/1951,,,,00000,Female,White
0_16059,Natasha,K,Smith,33,05/24/1986,willow st,,WA,00000,,White
0_16060,Roy,J,Smith,32,07/04/1987,willos st,Anytown,WA,00000,,White
0_16297,James,E,Douglas,75,05/15/1944,wilson ave,Anytown,WA,,Male,White
0_16298,Alice,J,Douglas,72,07/17/1947,,Anytown,WA,00000,Female,White
0_18903,Frank,,Bonilla,,01/07/1942,,Anytown,WA,00000,Male,Latino
0_20392,Malachi,O,Smith,0,01/28/2020,w'llIow st,Anytown,WA,00000,Male,Latino
0_121,Drew,P,,19,04/09/2000,bowen cir sw,Anyton,,00000,Male,
0_279,Avery,,Wallace,24,10/02/1995,bowen cir sw,Anytown,WA,00001,Male,
0_390,Dexter,R,Donegan,25,11/27/1994,bowen cir sw,Anytown,WA,00000,Male,White
0_875,Julia,L,Nelson,21,11/10/1998,bowehn cir sw,Anytown,,00000,,Multiracial or Other
0_909,Samuel,S,Solo,31,03/26/1988,bowen cir sw,Anytown,,00000,Male,White
0_1649,Kayla,A,Carlile,20,09/27/1999,bowen cir sw,Anytown,WA,00000,Female,White
0_1651,,,Lange,19,08/20/2000,bowen cir sw,Anytown,WA,00000,Female,White
0_1986,Angelique,M,Jackson,18,07/13/2001,bowen cir sw,Anytown,WA,00000,,White
0_3520,Karlie,A,Husband,20,12/27/1999,boen cir sw,Anytown,WA,00000,Female,Multiracial or Other
0_4231,Jonathan,B,Naumann,19,09/23/2000,bowen cir sw,Anytown,WA,00000,,White
0_4453,Mason,R,Eastep,20,09/04/1999,bowen cir sw,Anytown,WA,00000,,White
