simulant_id,first_name,middle_initial,last_name,age,date_of_birth,street_name,city,state,zipcode,sex,race_ethnicity
0_9014,Ronnie,H,Taylor,74,10/23/1945,,Anytown,WA,00000,Female,AIAN
0_12689,Willie,D,Kauffman,76,04/27/1943,horseshoe trl,Anytown,NV,00000,Female,AIAN
0_12690,Mary,V,Kauffman,76,03/31/1949,horseshoe trl,Anytown,WA,00000,,White
0_15755,Davey,H,Johnstone,52,04/10/1967,eagle heights,Qnytown,ND,00000,Male,NHOPI
0_20005,Margot,S,Schletzbaum,1,01/27/2019,stromberg ct,Anytown,WA,00000,Female,White
0_14,Gerald,R,Cade,53,11/14/1966,capulina avenue,Anytown,WA,00000,Male,White
0_15,Dom,N,,15,07/12/2004,capulina avenue,Anitown,WA,00000,Female,White
0_16,Elizabeth,N,Cade,15,04/03/2007,capulina qavdnue,Anytown,CO,00000,Female,White
0_2174,Charles,J,Rankin,87,04/09/1942,stafford ave,Anytown,WA,00000,Male,White
0_2647,Holly,P,Duran,51,07/28/1968,,Anytown,WA,00000,Female,White
0_2648,Marlin,T,Duran,53,03/05/1967,sprenkle ln,Anytown,WA,00000,Female,White
0_2649,William,I,Duran,27,04/08/1992,sprenkle ln,Anytown,NC,00000,Male,White
0_3282,Emily,A,Dockins,44,10/24/1975,washinkton avfnu,Anytown,,00000,Female,White
0_3283,Ned,S,Dockins,51,06/19/1968,washington avenue,Anytown,,00000,Male,White
0_4495,Gary,A,Chau,,09/18/1957,abbeywood dr,Anytown,MD,00000,Female,
0_4496,Sherry,,Chau,61,,abbeywood dr,Anytown,WA,00000,Female,White
0_5336,David,W,Lopez,,08/07/1980,cr ledge dr,Anytown,,00000,Male,Latino
0_5337,Dallas,Z,,5,02/04/2015,cr ledge dr,Anytown,WA,00000,Male,Multiracial or Other
0_5338,Grayson,X,Lopez,3,03/15/2017,cr ledge dr,Anytown,WA,00000,Male,
0_14068,Heather,J,Pizzolato,29,06/07/1990,stafford ave,Anytown,WA,00000,Female,White
0_16326,Jesse,B,Xie,62,06/02/1957,princeton kt,Anytown,VA,00000,,White
0_21,Gianna,R,Doucet,,09/05/1964,w dararn ave,Anytown,WA,,,White
0_22,Glen,R,Doucet,59,,w warren ave,Anytown,WA,00000,Female,White
0_8354,Jason,,,50,02/06/1970,hjnters osk dridw,Anyton,,00000,Male,White
0_8355,Elsa,L,,44,12/21/1975,hunters oak drive,,WA,00000,,
0_8356,Alejandro,K,,16,10/21/2003,,Anytown,WA,,Female,NHOPI
0_8357,Christopher,M,Garrell,10,15/02/2010,hunters oak drive,Anytown,WA,,Female,Latino
0_9739,Jaclyn,S,Gohnzaplez,36,02/24/1984,antonio court,Anytown,WA,78900,Female,
0_9740,Robert,M,Gonzalez,63,10/27/1956,antonio court,Anytown,WA,00000,Male,Latino
0_9741,Caleb,J,Gonzalez,15,04/08/2004,antonio court,Anytown,TN,00000,Male,Latino
0_9742,Averie,J,Gonzalez,13,10/10/2006,antonio court,Anytown,WA,00000,Female,Latino
0_9743,Patricia,N,Gonzalez,58,08/19/1961,antonio court,Anytown,WA,00000,Female,Latino
0_9744,Rebecca,E,Gonzalez,5,04/01/2014,antonio court,Anytown,WA,00000,Male,Latino
0_25,Heather,S,Kingsley,47,01/10/1973,shadowood dr,Anytown,WA,00000,,Asian
0_26,Charles,B,Kinrsly,58,12/20/1961,shadowood dr,Anytown,WA,,Female,Black
0_27,Elizabeth,O,Kingsiley,20,15/07/1999,,Anytown,,00000,Female,Black
0_28,Rllis,N,Kingsley,17,04/22/2002,shadowood dr,Anytown,WA,00000,Female,Black
0_45,Clarence,C,Ybarra Canales,69,08/122/1650,chudrxh st,Anytown,WA,00000,Male,Latino
0_866,Timothy,A,Bloomer,27,01/24/1993,deer rldge dr,Anytown,WA,90000,,
0_868,Madison,S,Respondant,11,10/12/2008,deer gidge dr,,WA,00000,Female,White
0_869,Joshua,B,Dont Know,8,06/02/2011,deer ridge dr,Anytown,WA,00000,Male,Asian
0_870,Armando,J,Lange,6,08/22/2013,deer ridge dr,Anytown,CT,00000,Male,White
0_5149,,J,Pickett,59,01/24/1961,44th st,Anytown,,01000,Female,Black
0_10353,Taylor,S,Legler,,06/11/1998,,Anytown,WA,00005,Female,Black
0_10354,Lady Of The,I,Legler,0,12/04/2018,parkway church rd sw,Anytown,WA,00000,Male,Black
0_15029,Candy,S,Morrell,59,05/24/1960,maple av,Anytown,,00000,Female,
0_20233,Antonio,J,Sturdivant,46,04/15/1974,,Anytown,WA,,Male,AIAN
0_31,Ellen,N,Driscoll,19,02/21/2001,stonewall tell rd,Anytown,WA,00000,Male,White
0_7686,Tommy,T,Hookham,,06/24/1961,lake street,Anytown,,00000,Male,White
0_11044,Alicia,J,Epstein,28,06/08/1991,viceroy dr,Angtown,OK,00000,Female,White
0_12937,Robyn,D,Woods,52,12/23/1968,stonewall hdll fd,Anytown,WA,00000,Male,White
0_12938,Richard,P,Woods,55,05/19/1964,stonewall tell rd,Anytown,WA,00000,Male,White
0_15882,Annie,K,Au,72,,w indhrst rt,Anytown,,00000,Male,Multiracial or Other
0_15883,,D,Au,52,17/02/1968,w winthrst rd,,WA,00000,Male,Multiracial or Other
0_15884,Gentlemen,K,None,55,10/23/1964,,Anytowm,,00000,Female,Multiracial or Other
0_17232,Wade,J,Widmann,3,07/17/2016,,Anytown,WA,00000,Male,White
0_35,Flora,P,Ortiz,70,12/05/1949,park place,Anytown,TN,00000,Female,Latino
0_36,Eve,R,Ortiz,41,09/20/1978,park place,Anyton,WA,00000,Male,Latino
0_37,Elias,N,Ortiz,5,09/25/2014,park place,Anytown,DE,00000,Male,White
0_38,Eric,R,Ortiz,38,12/05/1949,park pleace,Anytown,WA,00000,Male,White
0_1455,Brenda,M,Tytler,72,11/11/1947,grand fields ln,Anytown,WA,00000,Female,Black
0_2870,Sophia,M,Brown,8,10/23/2011,grand fields ln,Anytown,WA,00000,Male,White
0_17119,Angie,A,Brown-Joseph,30,07/27/1989,clinton place,Anytown,WA,00000,Male,
0_17120,Elijah,R,Brown-Joseph,5,10/03/2014,clinton place,Anytown,WA,00000,Male,Multiracial or Other
0_44,Dylan,R,Harrington,,12/02/1947,col de vars nw,Anytown,,00000,Male,Black
0_7785,,J,King,63,01/03/1957,old bridge lane,Anytown,WA,00000,Male,Latino
0_7786,Hijo,L,Ling,59,01/03/1957,old bridge lane,Wnytown,WA,00000,Male,
0_14863,Tim,J,Eskridge,26,01/07/1994,roll s,Anytowg,WA,00000,Male,
0_17383,Bryan,D,,50,12/19/1969,hickory dr,Anytown,,00000,Male,Black
0_17384,Bonnie,D,Reyes,20,04/30/1969,hickory dr,Anytpwn,,,Female,
0_17385,,K,Reyes,21,06/18/1998,hickory dr,Anytown,WA,00000,,Asian
0_17386,Alexus,J,Reyes,15,07/04/2004,yckory dr,Anytown,WA,00000,Female,NHOPI
0_18291,Cheryl,K,Ortiz,73,09/03/1990,col de vars nw,Anytown,WA,00000,Female,White
0_54,Gina,R,Mackie,,01/13/1963,quynton drive,Anytown,NM,00000,Female,White
0_55,Paul,S,Mackie,69,09/28/1950,quinton drive,Anytown,WA,00000,Male,Asian
0_120,Holly,,Hhm,50,05/09/1969,,Anytown,WA,00000,,
0_122,Elsie,N,Crane,15,11/26/2004,robinhood cr,Anytown,WA,00000,Female,White
0_945,Bryan,H,,46,09/26/1973,,Anytown,WA,00000,Male,
0_946,Shannon,S,Winiarsky,,10/09/1977,brassiewood dr,Anytown,WA,00000,Female,White
0_947,Ryleigh,S,T,8,04/07/2011,brassiewood dr,Anytown,WA,10051,,
0_948,Ryleey,,Winiarski,6,12/04/2013,,Anytown,WA,00000,Male,White
0_949,Laniya,A,Winiarski,3,10/04/2016,brassiewood dr,Anytown,WA,00000,Female,White
0_11253,Ronald,,Donohue,50,08/07/1969,111 avenue,4nytown,,00000,Male,White
0_17071,Christopher,J,Clifford,,08/06/1983,frederick rd,Anytown,WA,00000,Female,White
0_17072,William,R,Clifford,36,06/27/1985,frederick rd,,WA,00000,Male,White
0_57,Eddie,R,Mccullen,36,12/17/1983,red cloud road,Anytown,SD,00000,Male,White
0_436,Mauaren,S,Coughlin,37,07/25/1982,gardner streed,Anytown,MO,00000,Female,White
0_437,Christopher,B,Coughlin,62,10/20/1957,gardner street,Anytown,WA,00000,Male,Asian
0_1515,Ellzabeth,S,Tesfaye,48,05/30/1971,stateside rd,Anytown,WA,00000,,Black
0_13882,Molly,K,Macleod,60,10/31/1961,e 31st st,Anytown,WA,,Male,
0_13883,William,R,Macleod,60,,e 31st st,Anytown,WA,00002,,White
0_13885,Aaron,J,Macleod,19,03/30/2000,e 31st st,Anytown,WA,00000,Male,White
0_17717,Lady,J,Rabjohn,75,04/13/1941,stateside rd,Anytlwn,,,Male,White
0_17718,Emily,J,Rabjohn,67,07/27/1952,stateside rd,Anytown,,00000,Female,White
0_61,Carol,B,Coney,,06/01/1954,angus dr,Anytown,,00000,,
0_613,Vanessa,J,Unk,46,,,Anydown,WA,10000,Female,White
0_614,Thomas,B,Penrod,48,,camp ridge ln,Anytown,WA,00081,Male,White
0_615,Anthony,J,Penrod,17,12/12/2002,camp ridge ln,Anytown,WA,00000,Female,White
0_1109,Estelle,N,Cook,93,11/29/1926,queensgate road,Anytown,WA,00000,Female,Black
0_1110,Maria,S,Cook,93,05/11/1995,queensgate road,4nytovvn,WA,00000,Female,Black
0_1734,,C,Ingram,73,05/31/1946,aven 271,Anytown,WA,00000,Female,Asian
0_2892,Latonya,S,Cook,37,02/19/1983,,Anytown,WA,00000,,White
0_2893,Kim,S,Cook,13,09/22/2006,14th ave s,Anytown,WA,00000,Female,
0_2894,Rick,A,Cook,6,10/22/2012,14th ave s,Anitown,WA,00000,,Black
0_3070,Louis,G,Wakeman,48,03/07/1973,chapjn rd,Anytown,WA,00000,Female,Latino
0_3071,Jimmy,A,,14,04/23/2005,chapin rd,Anytown,WA,,Male,White
0_3072,Kristina,,Conley,37,07/20/1982,chapin rd,Anytown,,00000,Male,White
0_13613,Debra,D,Mccarty,61,09/05/1958,newcastle rd,Anytown,WA,00000,Female,White
0_13614,Wesley,B,Mccarty,61,08/23/1945,newcastle rd,Anytown,,00000,Male,
0_15172,Bryant,,Herzog,43,05/03/1977,e pieahcf qt,Anhtoqn,WA,00000,Male,White
0_15173,Jennifer,QA,Herzog,39,07/23/1980,e pierce st,Anytown,WA,00000,Female,White
0_15174,Kevin,H,Herzog,19,04/17/2000,e pierce st,Anytown,WA,00000,Male,White
0_15175,Hannah,I,Herzog,,12/31/2005,,,,00000,,White
0_15176,Gregory,,Herzog,10,06/25/2009,,Anytown,WA,00000,Male,White
0_16052,Robbie,R,Traversa,94,10/03/1926,franklin ave,Anytown,WA,00000,Female,White
0_66,Glenn,R,Elson,65,04/19/1954,carroll street,Anytown,ME,00000,Male,White
0_67,Dorothy,R,Elzon,,,carroll street,Anytown,WA,00000,Male,White
0_8929,Phillip,K,Garciagarcia,25,01/03/1995,kansas avenuf northwest,Anytown,WI,,,Latino
0_8930,Troy,A,Garciagarcia,30,05/20/1989,kansas avenue northwest,Anytown,WA,00000,Male,Latino
0_10639,David,J,Hyleman,60,12/19/1959,me rd,,WA,00200,Male,White
0_10640,Ann,P,No Last Name,60,21/16/1961,,Anytown,WA,00000,Female,White
0_11860,,M,Kratzberg,37,01/07/1983,mount hope dr,Anytown,WA,01000,Female,White
0_11861,Michael,W,Kratzberg,47,03/01/1973,mount hope dr,Anytown,WA,00000,Male,
0_11862,Ethan,M,Kratzberg,10,10/13/2009,mount hope dr,Anytown,VT,00000,Female,White
0_13924,Troy,K,,50,09/16/1969,s 46th dr,Angtown,WA,,Male,White
0_14298,Leroy,,Ryan,37,09/27/1982,w high st,Anytown,WA,00000,,White
0_14299,,,Unk,30,01/06/1988,w nifh st,,WA,00000,Female,White
0_14300,Luke,J,Ryan,16,10/07/2003,w high st,Anytown,WA,,Male,NHOPI
0_14301,Emily,I,Ryan,10,10/07/2009,w high st,,WA,,Female,White
0_17708,Joseph,W,Bailey,77,05/23/1942,cumberland st,Anytown,WA,00000,Male,NHOPI
0_20270,Remi,J,Declined,0,11/01/2019,hokunt hope tr,Anytown,WA,00000,Male,NHOPI
0_68,Anna,A,Braithwaite,24,67/09/1991,tartan ln,Anytown,WA,00090,Female,White
0_8636,Jennifer,G,Shumpert,42,,deerskin dr,Anytown,WA,00010,Female,
0_9231,Jeagne,L,Foreman,84,11/01/1936,e calhoun st,Anytown,WA,00000,Female,
0_17015,Debra,J,Jones,57,01/23/1963,university ave,Anytown,,00600,Male,Black
0_17202,Maru,M,D,91,07/17/1928,n avondale dr,,,00000,Female,
0_20310,Maria,E,Porter,19,10/15/2000,larue rd,Amytown,PA,00000,Female,Black
0_69,Dustin,R,Roldan,34,09/28/1985,se 89gh ave,Anyton,WA,00000,Male,Latino
0_70,Ricky,R,Roldan,54,,se 89th ave,Anytown,WA,00000,Female,Latino
0_4617,Debbie,R,Man,62,06/21/1957,lucas road,Anytown,WA,o0000,Female,Black
0_4619,Xavier,C,Butler,39,11/26/1980,lucas road,Anytown,WA,00000,Male,Black
0_4620,Zeke,C,Butiler,36,03/22/1984,lucas road,Anytown,WA,00000,,Black
0_13841,Carla,C,Geoahge,54,11/12/1965,western ave,Anytown,WA,00000,Female,Black
0_13842,James,R,George,54,04/18/1965,,Anytown,WA,00000,Male,Black
0_13843,Emily,J,George,27,,western ave,Anytown,WA,02000,Female,Black
0_13844,Maverick,M,George,5,08/24/2014,western ave,,,00000,,Latino
0_13845,Henry,G,George,2,07/14/2017,western ave,Anytown,WA,00000,Female,Latino
0_20352,Ronan,S,George,0,08/24/2014,western ave,,WA,00000,Male,Black
0_20363,Grandson,P,George,1,01/20/2020,western ave,Anytown,WA,00000,Male,Black
0_73,Daughter Of,S,Kennedy,15,06/01/1966,flat rock dr,Anytown,WI,00000,,
0_74,Drew,O,Kennedy,18,12/04/2001,flat rock dr,Anytown,VT,00000,Male,Black
0_75,Austin,,Kennedy,20,06/29/2004,flat rock dr,Anytown,,00000,Male,Black
0_1043,Brad,M,Fernandez-Velasquez,29,05/19/1990, miss muvfet ldn,Anytkwn,CT,00000,Male,
0_4991,Ryan,T,Crawford,43,11/04/1976,w chas mdws dr,Anytown,WA,00000,Male,Asian
0_9015,Kit,J,,48,03/21/1972,caldwell,Anytown,WA,00000,Male,White
0_12087,Stephen,M,Andre-May,64,11/03/1955,prospect ave,Anytown,WA,00002,Male,Black
0_12088,Corine,J,Andre-May,,11/29/1953,prospect ave,Anytown,WA,00000,Male,Black
0_14986,Loh,K,Rosa,20,31/01/2000,flat rock dr,Anytown,,00000,Female,White
0_17545,Mary,M,Wife,,01/18/1962,caldwell,Anytown,,00000,Female,White
0_76,Glenn,R,Soh,65,02/27/1955,thorpe hill road,Anytown,WA,00000,Male,White
0_9844,Travis,A,Nelson,35,08/03/1984,,Anytown,WA,00000,Male,White
0_9845,Hannah,D,Nelson,27,06/18/1992,,Anytpwn,WA,00000,,White
0_77,Carin,B,Fernandes,52,09/11/1968,arbor ave,Anytown,WA,00000,Male,White
0_78,Ayden,A,Fernandes,15,10/30/2002,arpor av,Anytown,WA,00000,Male,
0_3824,Lady Of The,R,Goff,32,06/02/1987,w 4th eft,Anytown,WA,00000,Male,NHOPI
0_3825,Sophia,,Goff,9,05/22/2010,w 4th st,Anytown,WA,00000,,NHOPI
0_3826,Taj,M,Goff,3,09/02/2016,w 4th st,Anytown,WA,00000,Male,NHOPI
0_3827,Ian,W,Goff,30,05/25/1989,w 4th st,Anytown,,,Male,NHOPI
0_4618,James,J,Butler,,04/02/1957,w 4th st,Anytown,WA,00000,Male,
0_7452,Margaret,,Y,25,02/01/1995,cr 430 rt,Anytown,WA,00000,Female,
0_7454,Kenji,Z,Kruse,3,05/27/2017,cr 430 gd,Anytown,,00000,,Asian
0_79,Evelyn,P,Rodriguez,73,08/17/1946,green island rd,Anytown,WA,00000,Female,Black
0_80,Erik,R,Occupant,41,11/01/1978,green island rd,Anytown,IA,02000,Male,Asian
0_1041,Annemarie,M,Burkholder,33,01/05/1987,parkfield drive,Anytown,WA,00000,Female,White
0_81,Gerard,R,Coh,,04/29/1948,streamwood drive,Anytown,WA,00000,Male,White
0_82,Evelina,R,Doe,58,06/12/1961,streamwood drive,Anytown,WA,01060,Female,White
0_7464,W,,Nairn,29,08/28/1990,south 8th st,,WA,00000,Female,Multiracial or Other
0_7465,Jason,D,,,08/07/1985,south 8th st,Anytown,WA,00000,Male,White
0_7570,Dahl,M,Pearson,26,10/03/1993,river trace roa,Anytown,WA,00000,Male,White
0_7571,Frank,J,,26,06/21/1994,river trace roa,Anytown,WA,00000,Male,White
0_7572,Billy,W,Mahon,25,06/21/1994,river trace roa,Anytown,WA,o0000,Male,White
0_16997,David,M,Ervin,56,10/18/1963,valleymeade pl,Anytown,WA,00000,Male,White
0_16998,,C,,56,11/03/1966,valleymeade pl,Anytown,MN,00000,Female,White
0_17080,Harmon,,,72,08/16/1947,n carlsbad trce,Anytown,WA,00000,Male,White
0_17081,Margaret,J,Wolfe,72,03/16/1948,n carlsbad trce,Anytown,WA,00000,,White
0_17363,Dennis,H,Of The House,62,12/07/1957,7th st,Anytown,HI,00000,Male,White
0_18604,Jo,L,,68,07/14/1951,cooperland ct,Anytown,WA,00019,,White
0_88,Essie,P,Rogers,80,06/19/1939,sw queen ln,Anytown,,00000,Female,White
0_6824,Cynthia,J,Chavez,57,02/24/1963,charnock rd,,WA,00000,Male,AIAN
0_6825,Mark,D,Chavez,21,11/24/1998,charnock rd,Anytown,WA,,Male,AIAN
0_6826,Daisy,M,S,82,07/31/2006,,Anytown,,00000,Male,AIAN
0_6827,Kendra,L,Chavez,12,02/04/2007,charnock rd,Anytown,WA,,Male,AIAN
0_6828,Joshua,Z,Chavez,,11/29/2010,charnock rd,Anytown,WA,00000,Male,Black
0_6829,Daniel,M,M,7,09/28/2012,charnock rd,Anytown,WA,,,AIAN
0_6830,A,E,Chavez,58,04/07/1961,,Anytown,WA,00000,Male,Latino
0_6831,Emily,H,Cameron,19,09/28/2012,charnock rd,Anytown,WA,00000,,AIAN
0_10701,Natasha,A,Taylor,36,10/27/1983,vintage ranch cir,Anytown,WA,,Female,White
0_12105,Denzel,F,Hinton,23,12/10/1996,dawes ave,Anytown,WA,00000,Male,White
0_12935,Nancy,K,Santos-Moteno,51,05/11/2002,dawes ave,Anytown,WA,00000,Female,Latino
0_12936,Erika,J,Santos-Moreno,17,05/11/2002,dawes ave,Anytown,WA,00000,,Latino
0_16958,Rachel,F,Wallace,82,07/20/1937,charnock rd,Anytown,WA,,Female,White
0_91,April,A,Randall,41,10/24/0978,wild fox dr,Anytown,WA,00000,Female,White
0_4891,Donald,W,Cougle,52,12/22/1967,trinity church,Anytown,WA,00000,Male,White
0_96,Erika,R,Rinhart,39,01/10/1981,dumfadton dr,Anytown,WA,00000,Female,White
0_97,Brian,B,Reinhart,40,12/04/2018,dumbarton dr,Anytown,WA,,Male,White
0_98,Emmanuel,O,Reinhart,1,12/04/2018,dumbarton dr,Anytown,WA,00000,Male,White
0_170,Matthew,R,Saenz,38,11/25/1981,skyline dr,Anytown,WA,,Male,Latino
0_14377,Al,J,Gollnick,72,10/06/1947,zorach pl,Anytown,WA,00000,Male,White
0_15692,Jo,L,Senseman,63,06/25/1956,red leand rd,Anytown,WA,00000,Female,White
0_99,Charles,B,Mcmillon,54,03/16/1966,horsham trail,Anytown,,00000,Male,
0_100,Eva,P,O,76,12/08/1943,horsham trail,Anytown,WI,00000,,Black
0_1669,Hija,B,Bakke,9,06/28/1976,s broad st,Anytown,WA,00000,Female,White
0_1670,Brian,M,Bakke,12,03/27/1976,s broad st,Anytown,WA,,Male,Black
0_1671,Anthony,J,Bakke,14,11/30/2005,,Anytown,WA,00000,Male,White
0_1672,Benjamin,R,Bakke,,06/28/1976,,Anytown,SD,00000,Male,White
0_1673,Ayden,L,Bakke,10,10/29/2009,s broad st,Anytown,WA,00000,,White
0_1674,William,G,Bakke,12,05/11/2009,s broad st,Anytown,WA,,Female,White
0_17293,Mason,J,Holman,,05/59/3020,egypt run rd,Anytown,WA,00000,Male,White
0_19081,Lauren,L,,28,06/15/1991,carolyn drive,Anytown,WA,,Female,White
0_101,Clsrence,X,Bishop,,02/01/1955,bowen street,Anytown,WA,00000,,White
0_102,Carol,,Man Of The House,61,06/14/1958,bowen street,Anytown,WA,00000,Female,
0_350,Wife,B,Hart,77,08/25/1942,rt 55,Anytown,,10000,Female,White
0_2818,Myles,A,Afiilar-Pineigo,31,10/20/1988,bay island dr s,Anytown,WA,00000,Male,Asian
0_2819,Luke,B,Aguilar-Pineiro,2,08/11/2017,bay island dr s,Anytown,WA,00000,Male,Latino
0_5322,Shelly,,Boozer,57,12/27/1962,valenkia st,Anytown,WA,00000,Female,White
0_13117,Catherine,J,Keeler,75,,guilford ave,Anytown,WA,00000,Male,
0_16931,Patricia,M,Downer,81,01/10/1939,highwxay 1 n,Anytown,OR,10000,Female,
0_18865,Larry,J,Fields,62,02/22/1958,fm 813,Anytown,,00000,Male,White
0_18866,Unique,J,Fields,5,04/19/2014,fm 813,Anytown,,00000,Female,White
0_103,Carol,,Ortiz,62,05/18/1957,east 24 street,Anytown,SC,00101,Female,White
0_2048,Desiree,R,Mabry,64,22/03/1956,buckshot dr,Anytown,WA,00000,Female,Black
0_17275,William,R,Allcorn,57,09/25/1962,mulberry dr,Anytown,WA,00000,Male,White
0_17276,Malinda,S,Allcorn,56,06/19/1964,mulberry dr,Anytown,WA,00000,Female,
0_18098,Brittnie,E,Daughter,24,05/12/1995,blelvoahd stt,Anytown,WA,00000,Male,White
0_18099,Anthony,K,Trostle,26,11/11/1994,,,WA,00000,Male,White
0_18100,Mathew,L,Trostle,26,10/30/2016,bellford st,Anytown,WA,00000,Male,White
0_104,Clarence,C,Pena-Gutierrez,67,08/09/1952,concha loma dr,Anytown,WA,00000,Female,Latino
0_105,Benjamin,A,Pena-Gudierrz,18,11/29/2001,concha lkma dr,Anytown,WA,00000,,Latino
0_106,Michael,S,Pena-Gutierrez,40,11/27/1979,,Anytown,WA,00000,,White
0_814,Shelly,S,Mcrae,57,11/23/1960,motelamd avenue skurhfzst,Anytown,WA,00000,Female,Black
0_5045,Sarah,T,Marin,39,05/28/1980,concha loma dr,Anytown,WA,00000,Female,Latino
0_7342,Marty,W,Etienne,61,11/25/1958,212th st,Anytown,MN,00000,Male,Black
0_11858,Jeffrey,,Papas,52,11/12/1967,crutcher street,Anytown,WA,00000,Male,White
0_11859,Carolyn,,Papas,65,,crutcher street,Anytown,WA,00000,,White
0_113,Greg,R,Jacobson,61,09/01/1958,hamblen rd,Anytlen,WA,00000,Male,Asian
0_114,Carlop,B,,,05/04/1964,hamhlen rd,Anytown,WA,00000,Female,
0_4277,Lola,S,Black,42,08/01/1947,buckwell ro,Anytown,WA,00000,Male,AIAN
0_4278,Gregory,J,Black,42,11/09/1977,buckwell ro,Anytown,,00000,Male,White
0_5767,Chris,W,Bell,57,09/01/1962,e 400 n,,WA,00000,Female,
0_18389,Arnold,J,Haas,76,03/14/1944,,Anytown,,00000,,Latino
0_119,Clarence,C,,68,04/28/1950,thelma ave,,WA,00000,Male,Multiracial or Other
0_1633,Betty,B,Strand,87,09/21/1932,church hill ln,Anytown,WA,00000,Female,
0_2538,Mary,J,Kam,49,06/04/1970,walnut street,Anytown,ND,00000,Male,
0_4288,Degorah,R,Kinsinger,56,08/16/1963,firefly st,Anytown,WA,00000,Female,White
0_8064,Teresa,B,Soh,67,09/20/1952,m st,Anytown,VA,00000,Female,Latino
0_11249,Ivan,C,Suriel,23,01/11/1997,walnut dtreet,Anytown,WA,00000,Male,White
0_14590,Willie,J,Cool,69,01/01/1951,cape cod cir,,WA,00000,Male,White
0_16059,Natasha,K,,33,05/24/1986,willow st,Anytown,WA,00O00,,
0_16060,Leroh,J,Snkth,32,07/04/1987,willow st,Anytown,WA,00000,Female,White
0_16297,James,E,Douglas,75,05/15/4844,wilson ave,Anytown,WA,00000,,White
0_16298,Alice,J,Douglas,72,05/15/1944,wilson ave,Anytown,WA,00000,Female,White
0_18903,Frank,R,Bonilla,78,01/07/1942,,Anytown,WA,,,Latino
0_20392,Malachi,O,Smith,0,01/28/2020,willow st,Anyton,WA,00000,Male,White
0_121,Drew,P,Crane,19,09/04/2000,bowen cir sw,Anytown,WA,00000,Female,
0_279,Avery,A,Wallace,,10/02/1995,bowen cir sw,Anytown,,00o00,Male,AIAN
0_390,Dexter,R,Donegan,,11/27/1994,bowen cir sw,Anytown,WA,00000,,White
0_875,Boy,L,Nelson,21,11/10/1998,bowen cir sw,Anytown,WA,00000,Female,Multiracial or Other
0_909,Samuel,S,Solo,31,03/26/1988,bowen cir sw,Anytown,WA,00000,Male,White
0_1649,Makayla,A,Carlile,,09/27/1999,bowen cir sw,Anytown,WA,00000,,
0_1651,Vanessa,H,Lange,20,08/20/2000,boweh cir sw,Anytlwn,WA,00000,Female,White
0_1986,Angelique,M,Jackson,18,07/13/2001,bowen cir sw,Anytown,,00000,Male,
